Datetime,DOM_MW
2018-04-30 01:00:00,8040.0
2018-04-30 02:00:00,7932.0
2018-04-30 03:00:00,7945.0
2018-04-30 04:00:00,8113.0
2018-04-30 05:00:00,8506.0
2018-04-30 06:00:00,9301.0
2018-04-30 07:00:00,10579.0
2018-04-30 08:00:00,10777.0
2018-04-30 09:00:00,10221.0
2018-04-30 10:00:00,9862.0
2018-04-30 11:00:00,9573.0
2018-04-30 12:00:00,9460.0
2018-04-30 13:00:00,9318.0
2018-04-30 14:00:00,9215.0
2018-04-30 15:00:00,9183.0
2018-04-30 16:00:00,9188.0
2018-04-30 17:00:00,9303.0
2018-04-30 18:00:00,9398.0
2018-04-30 19:00:00,9577.0
2018-04-30 20:00:00,9762.0
2018-04-30 21:00:00,10151.0
2018-04-30 22:00:00,9854.0
2018-04-30 23:00:00,9001.0
2018-04-30 00:00:00,8370.0
