Datetime,DOM_MW
2014-12-04 01:00:00,9179.0
2014-12-04 02:00:00,9077.0
2014-12-04 03:00:00,9113.0
2014-12-04 04:00:00,9339.0
2014-12-04 05:00:00,9880.0
2014-12-04 06:00:00,10912.0
2014-12-04 07:00:00,12370.0
2014-12-04 08:00:00,12861.0
2014-12-04 09:00:00,12576.0
2014-12-04 10:00:00,12243.0
2014-12-04 11:00:00,11847.0
2014-12-04 12:00:00,11474.0
2014-12-04 13:00:00,11225.0
2014-12-04 14:00:00,10996.0
2014-12-04 15:00:00,10973.0
2014-12-04 16:00:00,11244.0
2014-12-04 17:00:00,11929.0
2014-12-04 18:00:00,12792.0
2014-12-04 19:00:00,12799.0
2014-12-04 20:00:00,12712.0
2014-12-04 21:00:00,12436.0
2014-12-04 22:00:00,11897.0
2014-12-04 23:00:00,11122.0
2014-12-04 00:00:00,9639.0
