Datetime,DOM_MW
2014-01-04 01:00:00,14693.0
2014-01-04 02:00:00,14573.0
2014-01-04 03:00:00,14645.0
2014-01-04 04:00:00,14874.0
2014-01-04 05:00:00,14960.0
2014-01-04 06:00:00,15362.0
2014-01-04 07:00:00,15811.0
2014-01-04 08:00:00,16121.0
2014-01-04 09:00:00,16118.0
2014-01-04 10:00:00,15240.0
2014-01-04 11:00:00,14512.0
2014-01-04 12:00:00,13782.0
2014-01-04 13:00:00,13065.0
2014-01-04 14:00:00,12442.0
2014-01-04 15:00:00,12148.0
2014-01-04 16:00:00,12005.0
2014-01-04 17:00:00,12485.0
2014-01-04 18:00:00,13694.0
2014-01-04 19:00:00,14047.0
2014-01-04 20:00:00,13950.0
2014-01-04 21:00:00,13771.0
2014-01-04 22:00:00,13393.0
2014-01-04 23:00:00,12795.0
2014-01-04 00:00:00,14959.0
