Datetime,DOM_MW
2009-02-10 01:00:00,9005.0
2009-02-10 02:00:00,8810.0
2009-02-10 03:00:00,8765.0
2009-02-10 04:00:00,8880.0
2009-02-10 05:00:00,9303.0
2009-02-10 06:00:00,10203.0
2009-02-10 07:00:00,11585.0
2009-02-10 08:00:00,11969.0
2009-02-10 09:00:00,11490.0
2009-02-10 10:00:00,11008.0
2009-02-10 11:00:00,10617.0
2009-02-10 12:00:00,10298.0
2009-02-10 13:00:00,10023.0
2009-02-10 14:00:00,9829.0
2009-02-10 15:00:00,9661.0
2009-02-10 16:00:00,9690.0
2009-02-10 17:00:00,9838.0
2009-02-10 18:00:00,10393.0
2009-02-10 19:00:00,11041.0
2009-02-10 20:00:00,10940.0
2009-02-10 21:00:00,10552.0
2009-02-10 22:00:00,9962.0
2009-02-10 23:00:00,9122.0
2009-02-10 00:00:00,9541.0
