Datetime,DOM_MW
2005-12-29 01:00:00,8344.0
2005-12-29 02:00:00,8083.0
2005-12-29 03:00:00,7866.0
2005-12-29 04:00:00,7865.0
2005-12-29 05:00:00,8068.0
2005-12-29 06:00:00,8547.0
2005-12-29 07:00:00,9256.0
2005-12-29 08:00:00,9878.0
2005-12-29 09:00:00,10196.0
2005-12-29 10:00:00,10363.0
2005-12-29 11:00:00,10489.0
2005-12-29 12:00:00,10429.0
2005-12-29 13:00:00,10314.0
2005-12-29 14:00:00,10243.0
2005-12-29 15:00:00,10241.0
2005-12-29 16:00:00,10278.0
2005-12-29 17:00:00,10604.0
2005-12-29 18:00:00,11482.0
2005-12-29 19:00:00,11632.0
2005-12-29 20:00:00,11439.0
2005-12-29 21:00:00,11327.0
2005-12-29 22:00:00,10936.0
2005-12-29 23:00:00,10250.0
2005-12-29 00:00:00,9045.0
