Datetime,DOM_MW
2018-02-22 01:00:00,8139.0
2018-02-22 02:00:00,7832.0
2018-02-22 03:00:00,7690.0
2018-02-22 04:00:00,7579.0
2018-02-22 05:00:00,7774.0
2018-02-22 06:00:00,8382.0
2018-02-22 07:00:00,9416.0
2018-02-22 08:00:00,9929.0
2018-02-22 09:00:00,10019.0
2018-02-22 10:00:00,9938.0
2018-02-22 11:00:00,9960.0
2018-02-22 12:00:00,9907.0
2018-02-22 13:00:00,9847.0
2018-02-22 14:00:00,9905.0
2018-02-22 15:00:00,9805.0
2018-02-22 16:00:00,9968.0
2018-02-22 17:00:00,10241.0
2018-02-22 18:00:00,10739.0
2018-02-22 19:00:00,11073.0
2018-02-22 20:00:00,11020.0
2018-02-22 21:00:00,10741.0
2018-02-22 22:00:00,10283.0
2018-02-22 23:00:00,9612.0
2018-02-22 00:00:00,8705.0
