Datetime,DOM_MW
2016-06-28 01:00:00,10630.0
2016-06-28 02:00:00,10062.0
2016-06-28 03:00:00,9652.0
2016-06-28 04:00:00,9421.0
2016-06-28 05:00:00,9555.0
2016-06-28 06:00:00,9972.0
2016-06-28 07:00:00,10617.0
2016-06-28 08:00:00,11291.0
2016-06-28 09:00:00,11880.0
2016-06-28 10:00:00,12465.0
2016-06-28 11:00:00,13170.0
2016-06-28 12:00:00,13684.0
2016-06-28 13:00:00,13872.0
2016-06-28 14:00:00,14181.0
2016-06-28 15:00:00,14484.0
2016-06-28 16:00:00,14890.0
2016-06-28 17:00:00,15127.0
2016-06-28 18:00:00,15078.0
2016-06-28 19:00:00,14465.0
2016-06-28 20:00:00,13834.0
2016-06-28 21:00:00,13334.0
2016-06-28 22:00:00,12786.0
2016-06-28 23:00:00,11713.0
2016-06-28 00:00:00,11653.0
