Datetime,DOM_MW
2005-10-20 01:00:00,7453.0
2005-10-20 02:00:00,7144.0
2005-10-20 03:00:00,6972.0
2005-10-20 04:00:00,6868.0
2005-10-20 05:00:00,7018.0
2005-10-20 06:00:00,7646.0
2005-10-20 07:00:00,8933.0
2005-10-20 08:00:00,9537.0
2005-10-20 09:00:00,9544.0
2005-10-20 10:00:00,9617.0
2005-10-20 11:00:00,9859.0
2005-10-20 12:00:00,10017.0
2005-10-20 13:00:00,10205.0
2005-10-20 14:00:00,10295.0
2005-10-20 15:00:00,10268.0
2005-10-20 16:00:00,10155.0
2005-10-20 17:00:00,10031.0
2005-10-20 18:00:00,9978.0
2005-10-20 19:00:00,10262.0
2005-10-20 20:00:00,10579.0
2005-10-20 21:00:00,10199.0
2005-10-20 22:00:00,9663.0
2005-10-20 23:00:00,8816.0
2005-10-20 00:00:00,8135.0
