Datetime,DOM_MW
2009-06-10 01:00:00,8414.0
2009-06-10 02:00:00,7949.0
2009-06-10 03:00:00,7702.0
2009-06-10 04:00:00,7550.0
2009-06-10 05:00:00,7598.0
2009-06-10 06:00:00,8151.0
2009-06-10 07:00:00,9090.0
2009-06-10 08:00:00,10017.0
2009-06-10 09:00:00,10770.0
2009-06-10 10:00:00,11494.0
2009-06-10 11:00:00,12205.0
2009-06-10 12:00:00,12766.0
2009-06-10 13:00:00,13466.0
2009-06-10 14:00:00,14049.0
2009-06-10 15:00:00,14490.0
2009-06-10 16:00:00,14831.0
2009-06-10 17:00:00,14848.0
2009-06-10 18:00:00,14556.0
2009-06-10 19:00:00,14110.0
2009-06-10 20:00:00,13646.0
2009-06-10 21:00:00,13384.0
2009-06-10 22:00:00,12725.0
2009-06-10 23:00:00,11564.0
2009-06-10 00:00:00,9265.0
