Datetime,DOM_MW
2005-12-27 01:00:00,9506.0
2005-12-27 02:00:00,9260.0
2005-12-27 03:00:00,9291.0
2005-12-27 04:00:00,9368.0
2005-12-27 05:00:00,9793.0
2005-12-27 06:00:00,10471.0
2005-12-27 07:00:00,11341.0
2005-12-27 08:00:00,11977.0
2005-12-27 09:00:00,12043.0
2005-12-27 10:00:00,11738.0
2005-12-27 11:00:00,11387.0
2005-12-27 12:00:00,11014.0
2005-12-27 13:00:00,10566.0
2005-12-27 14:00:00,10222.0
2005-12-27 15:00:00,10026.0
2005-12-27 16:00:00,10089.0
2005-12-27 17:00:00,10493.0
2005-12-27 18:00:00,11731.0
2005-12-27 19:00:00,12146.0
2005-12-27 20:00:00,12126.0
2005-12-27 21:00:00,12041.0
2005-12-27 22:00:00,11718.0
2005-12-27 23:00:00,11153.0
2005-12-27 00:00:00,10031.0
