Datetime,DOM_MW
2010-01-07 01:00:00,12249.0
2010-01-07 02:00:00,12204.0
2010-01-07 03:00:00,12287.0
2010-01-07 04:00:00,12479.0
2010-01-07 05:00:00,12926.0
2010-01-07 06:00:00,14000.0
2010-01-07 07:00:00,15473.0
2010-01-07 08:00:00,16020.0
2010-01-07 09:00:00,15407.0
2010-01-07 10:00:00,14488.0
2010-01-07 11:00:00,13802.0
2010-01-07 12:00:00,13135.0
2010-01-07 13:00:00,12672.0
2010-01-07 14:00:00,12333.0
2010-01-07 15:00:00,12100.0
2010-01-07 16:00:00,12061.0
2010-01-07 17:00:00,12680.0
2010-01-07 18:00:00,14053.0
2010-01-07 19:00:00,14517.0
2010-01-07 20:00:00,14509.0
2010-01-07 21:00:00,14177.0
2010-01-07 22:00:00,13506.0
2010-01-07 23:00:00,12613.0
2010-01-07 00:00:00,12632.0
