Datetime,DOM_MW
2008-07-09 01:00:00,10400.0
2008-07-09 02:00:00,9775.0
2008-07-09 03:00:00,9351.0
2008-07-09 04:00:00,9036.0
2008-07-09 05:00:00,9079.0
2008-07-09 06:00:00,9540.0
2008-07-09 07:00:00,10255.0
2008-07-09 08:00:00,11020.0
2008-07-09 09:00:00,11593.0
2008-07-09 10:00:00,12025.0
2008-07-09 11:00:00,12386.0
2008-07-09 12:00:00,12688.0
2008-07-09 13:00:00,12918.0
2008-07-09 14:00:00,13052.0
2008-07-09 15:00:00,13312.0
2008-07-09 16:00:00,13676.0
2008-07-09 17:00:00,14048.0
2008-07-09 18:00:00,14339.0
2008-07-09 19:00:00,14403.0
2008-07-09 20:00:00,14037.0
2008-07-09 21:00:00,13807.0
2008-07-09 22:00:00,13377.0
2008-07-09 23:00:00,12301.0
2008-07-09 00:00:00,11365.0
