Datetime,DOM_MW
2016-09-29 01:00:00,8701.0
2016-09-29 02:00:00,8321.0
2016-09-29 03:00:00,8081.0
2016-09-29 04:00:00,7922.0
2016-09-29 05:00:00,8092.0
2016-09-29 06:00:00,8670.0
2016-09-29 07:00:00,9818.0
2016-09-29 08:00:00,10390.0
2016-09-29 09:00:00,10600.0
2016-09-29 10:00:00,10897.0
2016-09-29 11:00:00,11204.0
2016-09-29 12:00:00,11417.0
2016-09-29 13:00:00,11548.0
2016-09-29 14:00:00,11543.0
2016-09-29 15:00:00,11446.0
2016-09-29 16:00:00,11382.0
2016-09-29 17:00:00,11428.0
2016-09-29 18:00:00,11499.0
2016-09-29 19:00:00,11572.0
2016-09-29 20:00:00,11817.0
2016-09-29 21:00:00,11530.0
2016-09-29 22:00:00,10900.0
2016-09-29 23:00:00,9989.0
2016-09-29 00:00:00,9335.0
