Datetime,DOM_MW
2015-11-05 01:00:00,7538.0
2015-11-05 02:00:00,7283.0
2015-11-05 03:00:00,7132.0
2015-11-05 04:00:00,7135.0
2015-11-05 05:00:00,7356.0
2015-11-05 06:00:00,8017.0
2015-11-05 07:00:00,9358.0
2015-11-05 08:00:00,9680.0
2015-11-05 09:00:00,9672.0
2015-11-05 10:00:00,9880.0
2015-11-05 11:00:00,10070.0
2015-11-05 12:00:00,10117.0
2015-11-05 13:00:00,10252.0
2015-11-05 14:00:00,10449.0
2015-11-05 15:00:00,10486.0
2015-11-05 16:00:00,10500.0
2015-11-05 17:00:00,10494.0
2015-11-05 18:00:00,11031.0
2015-11-05 19:00:00,11217.0
2015-11-05 20:00:00,10958.0
2015-11-05 21:00:00,10511.0
2015-11-05 22:00:00,9936.0
2015-11-05 23:00:00,9094.0
2015-11-05 00:00:00,8109.0
