Datetime,DOM_MW
2009-01-08 01:00:00,9715.0
2009-01-08 02:00:00,9546.0
2009-01-08 03:00:00,9634.0
2009-01-08 04:00:00,9783.0
2009-01-08 05:00:00,10215.0
2009-01-08 06:00:00,11300.0
2009-01-08 07:00:00,12683.0
2009-01-08 08:00:00,13222.0
2009-01-08 09:00:00,12806.0
2009-01-08 10:00:00,12340.0
2009-01-08 11:00:00,11919.0
2009-01-08 12:00:00,11761.0
2009-01-08 13:00:00,11548.0
2009-01-08 14:00:00,11304.0
2009-01-08 15:00:00,11087.0
2009-01-08 16:00:00,11118.0
2009-01-08 17:00:00,11585.0
2009-01-08 18:00:00,12816.0
2009-01-08 19:00:00,13384.0
2009-01-08 20:00:00,13357.0
2009-01-08 21:00:00,13278.0
2009-01-08 22:00:00,12750.0
2009-01-08 23:00:00,12027.0
2009-01-08 00:00:00,10139.0
