Datetime,DOM_MW
2011-04-03 01:00:00,9015.0
2011-04-03 02:00:00,8805.0
2011-04-03 03:00:00,8806.0
2011-04-03 04:00:00,8865.0
2011-04-03 05:00:00,9022.0
2011-04-03 06:00:00,9376.0
2011-04-03 07:00:00,9875.0
2011-04-03 08:00:00,10173.0
2011-04-03 09:00:00,10286.0
2011-04-03 10:00:00,10084.0
2011-04-03 11:00:00,9766.0
2011-04-03 12:00:00,9426.0
2011-04-03 13:00:00,9195.0
2011-04-03 14:00:00,8910.0
2011-04-03 15:00:00,8614.0
2011-04-03 16:00:00,8447.0
2011-04-03 17:00:00,8441.0
2011-04-03 18:00:00,8571.0
2011-04-03 19:00:00,8876.0
2011-04-03 20:00:00,9437.0
2011-04-03 21:00:00,9939.0
2011-04-03 22:00:00,9569.0
2011-04-03 23:00:00,8914.0
2011-04-03 00:00:00,9435.0
