Datetime,DOM_MW
2011-12-11 01:00:00,10543.0
2011-12-11 02:00:00,10404.0
2011-12-11 03:00:00,10424.0
2011-12-11 04:00:00,10564.0
2011-12-11 05:00:00,10748.0
2011-12-11 06:00:00,11122.0
2011-12-11 07:00:00,11749.0
2011-12-11 08:00:00,12301.0
2011-12-11 09:00:00,12472.0
2011-12-11 10:00:00,12105.0
2011-12-11 11:00:00,11531.0
2011-12-11 12:00:00,11020.0
2011-12-11 13:00:00,10656.0
2011-12-11 14:00:00,10411.0
2011-12-11 15:00:00,10200.0
2011-12-11 16:00:00,10317.0
2011-12-11 17:00:00,11047.0
2011-12-11 18:00:00,12497.0
2011-12-11 19:00:00,12952.0
2011-12-11 20:00:00,13135.0
2011-12-11 21:00:00,13109.0
2011-12-11 22:00:00,12707.0
2011-12-11 23:00:00,12061.0
2011-12-11 00:00:00,10864.0
