Datetime,DOM_MW
2007-12-22 01:00:00,9670.0
2007-12-22 02:00:00,9287.0
2007-12-22 03:00:00,9069.0
2007-12-22 04:00:00,8990.0
2007-12-22 05:00:00,9077.0
2007-12-22 06:00:00,9364.0
2007-12-22 07:00:00,9794.0
2007-12-22 08:00:00,10367.0
2007-12-22 09:00:00,10955.0
2007-12-22 10:00:00,11221.0
2007-12-22 11:00:00,11170.0
2007-12-22 12:00:00,11024.0
2007-12-22 13:00:00,10768.0
2007-12-22 14:00:00,10503.0
2007-12-22 15:00:00,10354.0
2007-12-22 16:00:00,10318.0
2007-12-22 17:00:00,10712.0
2007-12-22 18:00:00,11607.0
2007-12-22 19:00:00,11560.0
2007-12-22 20:00:00,11461.0
2007-12-22 21:00:00,11268.0
2007-12-22 22:00:00,11004.0
2007-12-22 23:00:00,10430.0
2007-12-22 00:00:00,10375.0
