Datetime,DOM_MW
2005-06-27 01:00:00,9494.0
2005-06-27 02:00:00,8925.0
2005-06-27 03:00:00,8612.0
2005-06-27 04:00:00,8452.0
2005-06-27 05:00:00,8535.0
2005-06-27 06:00:00,9022.0
2005-06-27 07:00:00,9761.0
2005-06-27 08:00:00,10698.0
2005-06-27 09:00:00,11562.0
2005-06-27 10:00:00,12379.0
2005-06-27 11:00:00,13170.0
2005-06-27 12:00:00,13874.0
2005-06-27 13:00:00,14575.0
2005-06-27 14:00:00,15143.0
2005-06-27 15:00:00,15547.0
2005-06-27 16:00:00,15895.0
2005-06-27 17:00:00,16108.0
2005-06-27 18:00:00,16081.0
2005-06-27 19:00:00,15891.0
2005-06-27 20:00:00,15405.0
2005-06-27 21:00:00,14924.0
2005-06-27 22:00:00,14540.0
2005-06-27 23:00:00,13297.0
2005-06-27 00:00:00,10399.0
