Datetime,DOM_MW
2005-09-03 01:00:00,9729.0
2005-09-03 02:00:00,9053.0
2005-09-03 03:00:00,8518.0
2005-09-03 04:00:00,8281.0
2005-09-03 05:00:00,8078.0
2005-09-03 06:00:00,8096.0
2005-09-03 07:00:00,8183.0
2005-09-03 08:00:00,8516.0
2005-09-03 09:00:00,9611.0
2005-09-03 10:00:00,10708.0
2005-09-03 11:00:00,11515.0
2005-09-03 12:00:00,12063.0
2005-09-03 13:00:00,12505.0
2005-09-03 14:00:00,12862.0
2005-09-03 15:00:00,13129.0
2005-09-03 16:00:00,13375.0
2005-09-03 17:00:00,13472.0
2005-09-03 18:00:00,13299.0
2005-09-03 19:00:00,12835.0
2005-09-03 20:00:00,12148.0
2005-09-03 21:00:00,12107.0
2005-09-03 22:00:00,11400.0
2005-09-03 23:00:00,10495.0
2005-09-03 00:00:00,10704.0
