Datetime,AEP_MW
2005-05-09 01:00:00,11624.0
2005-05-09 02:00:00,11265.0
2005-05-09 03:00:00,11023.0
2005-05-09 04:00:00,11032.0
2005-05-09 05:00:00,11076.0
2005-05-09 06:00:00,11967.0
2005-05-09 07:00:00,13572.0
2005-05-09 08:00:00,14468.0
2005-05-09 09:00:00,14875.0
2005-05-09 10:00:00,15115.0
2005-05-09 11:00:00,15249.0
2005-05-09 12:00:00,15499.0
2005-05-09 13:00:00,15702.0
2005-05-09 14:00:00,15918.0
2005-05-09 15:00:00,16002.0
2005-05-09 16:00:00,16026.0
2005-05-09 17:00:00,16124.0
2005-05-09 18:00:00,16088.0
2005-05-09 19:00:00,15906.0
2005-05-09 20:00:00,15702.0
2005-05-09 21:00:00,16098.0
2005-05-09 22:00:00,16305.0
2005-05-09 23:00:00,15166.0
2005-05-09 00:00:00,12310.0
