Datetime,AEP_MW
2006-03-13 01:00:00,12197.0
2006-03-13 02:00:00,11874.0
2006-03-13 03:00:00,11795.0
2006-03-13 04:00:00,11855.0
2006-03-13 05:00:00,12141.0
2006-03-13 06:00:00,12966.0
2006-03-13 07:00:00,14801.0
2006-03-13 08:00:00,15572.0
2006-03-13 09:00:00,15715.0
2006-03-13 10:00:00,15757.0
2006-03-13 11:00:00,15828.0
2006-03-13 12:00:00,16018.0
2006-03-13 13:00:00,16069.0
2006-03-13 14:00:00,15959.0
2006-03-13 15:00:00,15670.0
2006-03-13 16:00:00,15399.0
2006-03-13 17:00:00,15393.0
2006-03-13 18:00:00,15446.0
2006-03-13 19:00:00,16045.0
2006-03-13 20:00:00,16605.0
2006-03-13 21:00:00,16276.0
2006-03-13 22:00:00,15736.0
2006-03-13 23:00:00,14886.0
2006-03-13 00:00:00,12733.0
